Species,decimalLongitude,decimalLatitude
Vitellaria paradoxa C.F.Gaertn.,3.00277,11.37196
Vitellaria paradoxa C.F.Gaertn.,3.35223,11.4535
Vitellaria paradoxa C.F.Gaertn.,3.17684,11.47134
Vitellaria paradoxa C.F.Gaertn.,3.14055,9.66292
Vitellaria paradoxa C.F.Gaertn.,3.2321,10.04279
Vitellaria paradoxa C.F.Gaertn.,3.51815,10.58586
Vitellaria paradoxa C.F.Gaertn.,3.13271,9.97986
Vitellaria paradoxa C.F.Gaertn.,3.09351,10.48542
Vitellaria paradoxa C.F.Gaertn.,3.40585,10.17835
Vitellaria paradoxa C.F.Gaertn.,3.14055,9.66292
Vitellaria paradoxa C.F.Gaertn.,3.10311,9.21945
Vitellaria paradoxa C.F.Gaertn.,3.10322,9.21949
Vitellaria paradoxa C.F.Gaertn.,3.10076,9.22772
Vitellaria paradoxa C.F.Gaertn.,3.09659,9.49163
Vitellaria paradoxa C.F.Gaertn.,3.09717,9.49182
Vitellaria paradoxa C.F.Gaertn.,3.11049,9.49321
Vitellaria paradoxa C.F.Gaertn.,3.10308,9.49076
Vitellaria paradoxa C.F.Gaertn.,3.10086,9.49003
Vitellaria paradoxa C.F.Gaertn.,3.10464,9.50032
Vitellaria paradoxa C.F.Gaertn.,3.10475,9.50036
Vitellaria paradoxa C.F.Gaertn.,3.10141,9.49926
Vitellaria paradoxa C.F.Gaertn.,3.09485,9.63576
Vitellaria paradoxa C.F.Gaertn.,3.09557,9.636
Vitellaria paradoxa C.F.Gaertn.,3.09517,9.77152
Vitellaria paradoxa C.F.Gaertn.,3.09618,9.77186
Vitellaria paradoxa C.F.Gaertn.,3.09902,9.7728
Vitellaria paradoxa C.F.Gaertn.,3.10278,9.77102
Vitellaria paradoxa C.F.Gaertn.,3.10598,9.77208
Vitellaria paradoxa C.F.Gaertn.,3.2424,9.77189
Vitellaria paradoxa C.F.Gaertn.,3.23922,9.77085
Vitellaria paradoxa C.F.Gaertn.,3.10865,9.90862
Vitellaria paradoxa C.F.Gaertn.,3.10227,9.90651
Vitellaria paradoxa C.F.Gaertn.,3.10422,9.90715
Vitellaria paradoxa C.F.Gaertn.,3.10274,9.90667
Vitellaria paradoxa C.F.Gaertn.,3.2438,9.89895
Vitellaria paradoxa C.F.Gaertn.,3.50388,9.90623
Vitellaria paradoxa C.F.Gaertn.,3.50808,9.89857
Vitellaria paradoxa C.F.Gaertn.,3.50633,9.898
Vitellaria paradoxa C.F.Gaertn.,3.51753,9.89867
Vitellaria paradoxa C.F.Gaertn.,3.09303,10.04213
Vitellaria paradoxa C.F.Gaertn.,3.10796,10.04404
Vitellaria paradoxa C.F.Gaertn.,3.10273,10.04232
Vitellaria paradoxa C.F.Gaertn.,3.23322,10.04316
Vitellaria paradoxa C.F.Gaertn.,3.23101,10.04242
Vitellaria paradoxa C.F.Gaertn.,3.23166,10.04264
Vitellaria paradoxa C.F.Gaertn.,3.23492,10.03467
Vitellaria paradoxa C.F.Gaertn.,3.23804,10.0357
Vitellaria paradoxa C.F.Gaertn.,3.23179,10.03364
Vitellaria paradoxa C.F.Gaertn.,3.23053,10.03323
Vitellaria paradoxa C.F.Gaertn.,3.23502,10.03471
Vitellaria paradoxa C.F.Gaertn.,3.2293,10.03282
Vitellaria paradoxa C.F.Gaertn.,3.23683,10.0353
Vitellaria paradoxa C.F.Gaertn.,3.37265,10.04387
Vitellaria paradoxa C.F.Gaertn.,3.36931,10.04277
Vitellaria paradoxa C.F.Gaertn.,3.37282,10.04392
Vitellaria paradoxa C.F.Gaertn.,3.37348,10.04414
Vitellaria paradoxa C.F.Gaertn.,3.37086,10.03424
Vitellaria paradoxa C.F.Gaertn.,3.37399,10.03527
Vitellaria paradoxa C.F.Gaertn.,3.36823,10.03337
Vitellaria paradoxa C.F.Gaertn.,3.38108,10.03459
Vitellaria paradoxa C.F.Gaertn.,3.3761,10.03295
Vitellaria paradoxa C.F.Gaertn.,3.37657,10.0331
Vitellaria paradoxa C.F.Gaertn.,3.37777,10.0335
Vitellaria paradoxa C.F.Gaertn.,3.38162,10.0438
Vitellaria paradoxa C.F.Gaertn.,3.50272,10.04145
Vitellaria paradoxa C.F.Gaertn.,3.50781,10.04312
Vitellaria paradoxa C.F.Gaertn.,3.50696,10.04284
Vitellaria paradoxa C.F.Gaertn.,3.10411,10.16938
Vitellaria paradoxa C.F.Gaertn.,3.36729,10.16868
Vitellaria paradoxa C.F.Gaertn.,3.3753,10.1683
Vitellaria paradoxa C.F.Gaertn.,3.50405,10.17748
Vitellaria paradoxa C.F.Gaertn.,3.50758,10.17864
Vitellaria paradoxa C.F.Gaertn.,3.50812,10.16977
Vitellaria paradoxa C.F.Gaertn.,3.51922,10.17041
Vitellaria paradoxa C.F.Gaertn.,3.09221,10.44882
Vitellaria paradoxa C.F.Gaertn.,3.09438,10.44954
Vitellaria paradoxa C.F.Gaertn.,3.10121,10.43973
Vitellaria paradoxa C.F.Gaertn.,3.10634,10.44142
Vitellaria paradoxa C.F.Gaertn.,3.10598,10.4413
Vitellaria paradoxa C.F.Gaertn.,3.64489,10.44061
Vitellaria paradoxa C.F.Gaertn.,3.64535,10.44077
Vitellaria paradoxa C.F.Gaertn.,3.6461,10.44101
Vitellaria paradoxa C.F.Gaertn.,3.64453,10.4405
Vitellaria paradoxa C.F.Gaertn.,3.64623,10.44105
Vitellaria paradoxa C.F.Gaertn.,3.64193,10.43964
Vitellaria paradoxa C.F.Gaertn.,3.09236,10.58452
Vitellaria paradoxa C.F.Gaertn.,3.09428,10.58515
Vitellaria paradoxa C.F.Gaertn.,3.09349,10.57585
Vitellaria paradoxa C.F.Gaertn.,3.10729,10.58643
Vitellaria paradoxa C.F.Gaertn.,3.10186,10.58464
Vitellaria paradoxa C.F.Gaertn.,3.10364,10.58522
Vitellaria paradoxa C.F.Gaertn.,3.23685,10.57784
Vitellaria paradoxa C.F.Gaertn.,3.23161,10.57611
Vitellaria paradoxa C.F.Gaertn.,3.22975,10.5755
Vitellaria paradoxa C.F.Gaertn.,3.23033,10.57569
Vitellaria paradoxa C.F.Gaertn.,3.24569,10.57773
Vitellaria paradoxa C.F.Gaertn.,3.24679,10.57809
Vitellaria paradoxa C.F.Gaertn.,3.24026,10.57594
Vitellaria paradoxa C.F.Gaertn.,3.24012,10.5759
Vitellaria paradoxa C.F.Gaertn.,3.512,10.58384
Vitellaria paradoxa C.F.Gaertn.,3.51398,10.58449
Vitellaria paradoxa C.F.Gaertn.,3.5128,10.5841
Vitellaria paradoxa C.F.Gaertn.,3.51714,10.58552
Vitellaria paradoxa C.F.Gaertn.,3.51727,10.58557
Vitellaria paradoxa C.F.Gaertn.,3.52026,10.58655
Vitellaria paradoxa C.F.Gaertn.,3.78582,10.57411
Vitellaria paradoxa C.F.Gaertn.,3.78862,10.57502
Vitellaria paradoxa C.F.Gaertn.,3.1046,10.72119
Vitellaria paradoxa C.F.Gaertn.,3.10449,10.72115
Vitellaria paradoxa C.F.Gaertn.,3.37991,10.72129
Vitellaria paradoxa C.F.Gaertn.,3.64388,10.72045
Vitellaria paradoxa C.F.Gaertn.,3.64767,10.72169
Vitellaria paradoxa C.F.Gaertn.,3.64076,10.71039
Vitellaria paradoxa C.F.Gaertn.,3.78487,10.72138
Vitellaria paradoxa C.F.Gaertn.,3.78256,10.72063
Vitellaria paradoxa C.F.Gaertn.,3.78619,10.72181
Vitellaria paradoxa C.F.Gaertn.,3.77968,10.71968
Vitellaria paradoxa C.F.Gaertn.,3.78363,10.72098
Vitellaria paradoxa C.F.Gaertn.,3.78468,10.72132
Vitellaria paradoxa C.F.Gaertn.,3.78163,10.72032
Vitellaria paradoxa C.F.Gaertn.,3.7866,10.72195
Vitellaria paradoxa C.F.Gaertn.,3.78905,10.7107
Vitellaria paradoxa C.F.Gaertn.,3.78698,10.71906
Vitellaria paradoxa C.F.Gaertn.,3.78978,10.71998
Vitellaria paradoxa C.F.Gaertn.,3.36981,10.85659
Vitellaria paradoxa C.F.Gaertn.,3.37063,10.85686
Vitellaria paradoxa C.F.Gaertn.,3.3661,10.85537
Vitellaria paradoxa C.F.Gaertn.,3.36888,10.85628
Vitellaria paradoxa C.F.Gaertn.,3.37593,10.84654
Vitellaria paradoxa C.F.Gaertn.,3.37937,10.85671
Vitellaria paradoxa C.F.Gaertn.,3.50998,10.85736
Vitellaria paradoxa C.F.Gaertn.,3.50835,10.84778
Vitellaria paradoxa C.F.Gaertn.,3.50503,10.84669
Vitellaria paradoxa C.F.Gaertn.,3.64934,10.85478
Vitellaria paradoxa C.F.Gaertn.,3.24543,10.99356
Vitellaria paradoxa C.F.Gaertn.,3.2404,10.99191
Vitellaria paradoxa C.F.Gaertn.,3.239,10.99145
Vitellaria paradoxa C.F.Gaertn.,3.24048,10.99193
Vitellaria paradoxa C.F.Gaertn.,3.36851,10.98273
Vitellaria paradoxa C.F.Gaertn.,3.36955,10.98307
Vitellaria paradoxa C.F.Gaertn.,3.36747,10.98238
Vitellaria paradoxa C.F.Gaertn.,3.377,10.9825
Vitellaria paradoxa C.F.Gaertn.,3.38149,10.99301
Vitellaria paradoxa C.F.Gaertn.,3.38078,10.99278
Vitellaria paradoxa C.F.Gaertn.,3.37737,10.99166
Vitellaria paradoxa C.F.Gaertn.,3.38059,10.99271
Vitellaria paradoxa C.F.Gaertn.,3.52003,10.99321
Vitellaria paradoxa C.F.Gaertn.,3.51824,10.99263
Vitellaria paradoxa C.F.Gaertn.,3.5203,10.9933
Vitellaria paradoxa C.F.Gaertn.,3.64622,10.99233
Vitellaria paradoxa C.F.Gaertn.,3.64793,10.99288
Vitellaria paradoxa C.F.Gaertn.,3.64461,10.98276
Vitellaria paradoxa C.F.Gaertn.,3.65637,10.9836
Vitellaria paradoxa C.F.Gaertn.,3.65669,10.99274
Vitellaria paradoxa C.F.Gaertn.,3.65584,10.99246
Vitellaria paradoxa C.F.Gaertn.,3.64991,10.99052
Vitellaria paradoxa C.F.Gaertn.,3.65702,10.99285
Vitellaria paradoxa C.F.Gaertn.,3.37982,11.13107
Vitellaria paradoxa C.F.Gaertn.,3.37023,11.12793
Vitellaria paradoxa C.F.Gaertn.,3.36741,11.11797
Vitellaria paradoxa C.F.Gaertn.,3.50429,11.12665
Vitellaria paradoxa C.F.Gaertn.,3.50861,11.12806
Vitellaria paradoxa C.F.Gaertn.,3.50815,11.11887
Vitellaria paradoxa C.F.Gaertn.,3.51151,11.11997
Vitellaria paradoxa C.F.Gaertn.,3.50958,11.11934
Vitellaria paradoxa C.F.Gaertn.,3.5109,11.11977
Vitellaria paradoxa C.F.Gaertn.,3.51085,11.11976
Vitellaria paradoxa C.F.Gaertn.,3.50895,11.11914
Vitellaria paradoxa C.F.Gaertn.,3.51544,11.11825
Vitellaria paradoxa C.F.Gaertn.,3.09782,11.25551
Vitellaria paradoxa C.F.Gaertn.,3.23481,11.26433
Vitellaria paradoxa C.F.Gaertn.,3.23253,11.26358
Vitellaria paradoxa C.F.Gaertn.,3.23421,11.26413
Vitellaria paradoxa C.F.Gaertn.,3.24012,11.25402
Vitellaria paradoxa C.F.Gaertn.,3.24409,11.26436
Vitellaria paradoxa C.F.Gaertn.,3.09842,11.40039
Vitellaria paradoxa C.F.Gaertn.,3.09405,11.39895
Vitellaria paradoxa C.F.Gaertn.,3.23732,11.40077
Vitellaria paradoxa C.F.Gaertn.,3.38541,11.40108
Vitellaria paradoxa C.F.Gaertn.,3.10056,11.53673
Vitellaria paradoxa C.F.Gaertn.,3.09426,11.53466
Vitellaria paradoxa C.F.Gaertn.,3.09464,11.53479
Vitellaria paradoxa C.F.Gaertn.,3.09976,11.52743
Vitellaria paradoxa C.F.Gaertn.,3.09489,11.52583
Vitellaria paradoxa C.F.Gaertn.,3.10579,11.52639
Vitellaria paradoxa C.F.Gaertn.,3.10868,11.53638
Vitellaria paradoxa C.F.Gaertn.,3.10689,11.5358
Vitellaria paradoxa C.F.Gaertn.,3.10772,11.53607
Vitellaria paradoxa C.F.Gaertn.,3.09445,11.94164
Vitellaria paradoxa C.F.Gaertn.,3.24708,9.66192
Vitellaria paradoxa C.F.Gaertn.,3.2476,9.66209
Vitellaria paradoxa C.F.Gaertn.,3.2528,9.6638
Vitellaria paradoxa C.F.Gaertn.,3.0952,9.69918
Vitellaria paradoxa C.F.Gaertn.,3.30068,9.77906
Vitellaria paradoxa C.F.Gaertn.,3.21359,9.8076
Vitellaria paradoxa C.F.Gaertn.,3.26213,9.82663
Vitellaria paradoxa C.F.Gaertn.,3.31485,9.83497
Vitellaria paradoxa C.F.Gaertn.,3.06605,9.85234
Vitellaria paradoxa C.F.Gaertn.,3.33158,9.85253
Vitellaria paradoxa C.F.Gaertn.,3.11546,9.88072
Vitellaria paradoxa C.F.Gaertn.,3.31024,9.90578
Vitellaria paradoxa C.F.Gaertn.,3.18224,9.93592
Vitellaria paradoxa C.F.Gaertn.,3.18167,9.93573
Vitellaria paradoxa C.F.Gaertn.,3.1734,9.933
Vitellaria paradoxa C.F.Gaertn.,3.43415,9.94357
Vitellaria paradoxa C.F.Gaertn.,3.43509,9.94387
Vitellaria paradoxa C.F.Gaertn.,3.11172,9.96992
Vitellaria paradoxa C.F.Gaertn.,3.09637,10.06132
Vitellaria paradoxa C.F.Gaertn.,3.18753,10.07029
Vitellaria paradoxa C.F.Gaertn.,3.23859,10.06904
Vitellaria paradoxa C.F.Gaertn.,3.24264,10.07037
Vitellaria paradoxa C.F.Gaertn.,3.24103,10.06984
Vitellaria paradoxa C.F.Gaertn.,3.05483,10.0868
Vitellaria paradoxa C.F.Gaertn.,3.06469,10.09005
Vitellaria paradoxa C.F.Gaertn.,3.05612,10.08723
Vitellaria paradoxa C.F.Gaertn.,3.06006,10.08853
Vitellaria paradoxa C.F.Gaertn.,3.47838,10.1148
Vitellaria paradoxa C.F.Gaertn.,3.48262,10.1162
Vitellaria paradoxa C.F.Gaertn.,3.0527,10.17955
Vitellaria paradoxa C.F.Gaertn.,3.05021,10.17873
Vitellaria paradoxa C.F.Gaertn.,3.40429,10.17783
Vitellaria paradoxa C.F.Gaertn.,3.4064,10.17853
Vitellaria paradoxa C.F.Gaertn.,3.275,10.21365
Vitellaria paradoxa C.F.Gaertn.,3.17582,10.2503
Vitellaria paradoxa C.F.Gaertn.,3.27152,10.25168
Vitellaria paradoxa C.F.Gaertn.,3.47918,10.28682
Vitellaria paradoxa C.F.Gaertn.,3.57622,10.3247
Vitellaria paradoxa C.F.Gaertn.,3.57249,10.32348
Vitellaria paradoxa C.F.Gaertn.,3.10474,10.34142
Vitellaria paradoxa C.F.Gaertn.,3.1006,10.34005
Vitellaria paradoxa C.F.Gaertn.,3.25966,10.36834
Vitellaria paradoxa C.F.Gaertn.,3.02986,10.38606
Vitellaria paradoxa C.F.Gaertn.,3.48932,10.38657
Vitellaria paradoxa C.F.Gaertn.,3.52675,10.39585
Vitellaria paradoxa C.F.Gaertn.,3.23123,10.43131
Vitellaria paradoxa C.F.Gaertn.,3.23134,10.43135
Vitellaria paradoxa C.F.Gaertn.,3.56149,10.45846
Vitellaria paradoxa C.F.Gaertn.,3.57924,10.45826
Vitellaria paradoxa C.F.Gaertn.,3.58483,10.46009
Vitellaria paradoxa C.F.Gaertn.,3.57696,10.45751
Vitellaria paradoxa C.F.Gaertn.,3.50841,10.46816
Vitellaria paradoxa C.F.Gaertn.,3.04318,10.49596
Vitellaria paradoxa C.F.Gaertn.,3.03923,10.49466
Vitellaria paradoxa C.F.Gaertn.,3.0363,10.49369
Vitellaria paradoxa C.F.Gaertn.,3.04033,10.49502
Vitellaria paradoxa C.F.Gaertn.,3.40049,10.49601
Vitellaria paradoxa C.F.Gaertn.,3.36974,10.50399
Vitellaria paradoxa C.F.Gaertn.,3.3534,10.52273
Vitellaria paradoxa C.F.Gaertn.,3.5128,10.52083
Vitellaria paradoxa C.F.Gaertn.,3.246,10.55071
Vitellaria paradoxa C.F.Gaertn.,3.24356,10.5499
Vitellaria paradoxa C.F.Gaertn.,3.23813,10.54812
Vitellaria paradoxa C.F.Gaertn.,3.2103,10.55704
Vitellaria paradoxa C.F.Gaertn.,3.2153,10.55869
Vitellaria paradoxa C.F.Gaertn.,3.21524,10.55867
Vitellaria paradoxa C.F.Gaertn.,3.2182,10.55964
Vitellaria paradoxa C.F.Gaertn.,3.61892,10.55863
Vitellaria paradoxa C.F.Gaertn.,3.16262,10.56848
Vitellaria paradoxa C.F.Gaertn.,3.15917,10.56734
Vitellaria paradoxa C.F.Gaertn.,3.16246,10.56842
Vitellaria paradoxa C.F.Gaertn.,3.30739,10.56788
Vitellaria paradoxa C.F.Gaertn.,3.30805,10.5681
Vitellaria paradoxa C.F.Gaertn.,3.82496,10.56582
Vitellaria paradoxa C.F.Gaertn.,3.82683,10.56643
Vitellaria paradoxa C.F.Gaertn.,3.06033,10.60411
Vitellaria paradoxa C.F.Gaertn.,3.35594,10.60192
Vitellaria paradoxa C.F.Gaertn.,3.35709,10.6023
Vitellaria paradoxa C.F.Gaertn.,3.68651,10.61089
Vitellaria paradoxa C.F.Gaertn.,3.69263,10.6129
Vitellaria paradoxa C.F.Gaertn.,3.69257,10.61288
Vitellaria paradoxa C.F.Gaertn.,3.69227,10.61278
Vitellaria paradoxa C.F.Gaertn.,3.68538,10.61052
Vitellaria paradoxa C.F.Gaertn.,3.68832,10.61149
Vitellaria paradoxa C.F.Gaertn.,3.0348,10.62283
Vitellaria paradoxa C.F.Gaertn.,3.03554,10.62307
Vitellaria paradoxa C.F.Gaertn.,3.63767,10.6672
Vitellaria paradoxa C.F.Gaertn.,3.63421,10.66607
Vitellaria paradoxa C.F.Gaertn.,3.61983,10.77583
Vitellaria paradoxa C.F.Gaertn.,3.70842,10.82892
Vitellaria paradoxa C.F.Gaertn.,3.70826,10.82887
Vitellaria paradoxa C.F.Gaertn.,3.46939,10.86514
Vitellaria paradoxa C.F.Gaertn.,3.54325,10.91043
Vitellaria paradoxa C.F.Gaertn.,3.74766,10.92006
Vitellaria paradoxa C.F.Gaertn.,3.61591,10.99145
Vitellaria paradoxa C.F.Gaertn.,3.61662,10.99168
Vitellaria paradoxa C.F.Gaertn.,3.37152,11.01987
Vitellaria paradoxa C.F.Gaertn.,3.3688,11.01898
Vitellaria paradoxa C.F.Gaertn.,3.45303,11.01947
Vitellaria paradoxa C.F.Gaertn.,3.2796,11.02889
Vitellaria paradoxa C.F.Gaertn.,3.27848,11.02852
Vitellaria paradoxa C.F.Gaertn.,3.27848,11.02852
Vitellaria paradoxa C.F.Gaertn.,3.27999,11.02902
Vitellaria paradoxa C.F.Gaertn.,3.40925,11.04731
Vitellaria paradoxa C.F.Gaertn.,3.4073,11.04667
Vitellaria paradoxa C.F.Gaertn.,3.70947,11.07324
Vitellaria paradoxa C.F.Gaertn.,3.70777,11.07269
Vitellaria paradoxa C.F.Gaertn.,3.52732,11.11912
Vitellaria paradoxa C.F.Gaertn.,3.52471,11.11827
Vitellaria paradoxa C.F.Gaertn.,3.5246,11.11823
Vitellaria paradoxa C.F.Gaertn.,3.52531,11.11847
Vitellaria paradoxa C.F.Gaertn.,3.59998,11.25435
Vitellaria paradoxa C.F.Gaertn.,3.59934,11.25414
Vitellaria paradoxa C.F.Gaertn.,3.41513,11.33549
Vitellaria paradoxa C.F.Gaertn.,3.46102,11.36256
Vitellaria paradoxa C.F.Gaertn.,3.46468,11.36376
Vitellaria paradoxa C.F.Gaertn.,3.00497,11.37269
Vitellaria paradoxa C.F.Gaertn.,3.00384,11.37232
Vitellaria paradoxa C.F.Gaertn.,3.00277,11.37196
Vitellaria paradoxa C.F.Gaertn.,3.00535,11.37281
Vitellaria paradoxa C.F.Gaertn.,3.05947,11.3906
Vitellaria paradoxa C.F.Gaertn.,3.26114,11.40858
Vitellaria paradoxa C.F.Gaertn.,3.30527,11.4351
Vitellaria paradoxa C.F.Gaertn.,3.30527,11.4351
Vitellaria paradoxa C.F.Gaertn.,3.32437,11.57998
Vitellaria paradoxa C.F.Gaertn.,3.361124,6.525258
Vitellaria paradoxa C.F.Gaertn.,3.02354,9.52777
Vitellaria paradoxa C.F.Gaertn.,3.50832,10.99239
Vitellaria paradoxa C.F.Gaertn.,3.14118,9.66313
Vitellaria paradoxa C.F.Gaertn.,3.10253,9.21926
Vitellaria paradoxa C.F.Gaertn.,3.09784,9.35639
Vitellaria paradoxa C.F.Gaertn.,3.10072,9.50204
Vitellaria paradoxa C.F.Gaertn.,3.1098,9.50203
Vitellaria paradoxa C.F.Gaertn.,3.1103,9.50219
Vitellaria paradoxa C.F.Gaertn.,3.09641,9.63628
Vitellaria paradoxa C.F.Gaertn.,3.09376,9.6354
Vitellaria paradoxa C.F.Gaertn.,3.2284,9.63465
Vitellaria paradoxa C.F.Gaertn.,3.23239,9.63597
Vitellaria paradoxa C.F.Gaertn.,3.23483,9.63677
Vitellaria paradoxa C.F.Gaertn.,3.23148,9.62663
Vitellaria paradoxa C.F.Gaertn.,3.23146,9.62662
Vitellaria paradoxa C.F.Gaertn.,3.23507,9.62781
Vitellaria paradoxa C.F.Gaertn.,3.23348,9.62729
Vitellaria paradoxa C.F.Gaertn.,3.23701,9.62845
Vitellaria paradoxa C.F.Gaertn.,3.24568,9.6283
Vitellaria paradoxa C.F.Gaertn.,3.24,9.63547
Vitellaria paradoxa C.F.Gaertn.,3.09481,9.76236
Vitellaria paradoxa C.F.Gaertn.,3.09681,9.76302
Vitellaria paradoxa C.F.Gaertn.,3.09768,9.76331
Vitellaria paradoxa C.F.Gaertn.,3.10691,9.77239
Vitellaria paradoxa C.F.Gaertn.,3.23052,9.77099
Vitellaria paradoxa C.F.Gaertn.,3.24207,9.77179
Vitellaria paradoxa C.F.Gaertn.,3.5189,9.89912
Vitellaria paradoxa C.F.Gaertn.,3.51667,9.90742
Vitellaria paradoxa C.F.Gaertn.,3.51256,9.90607
Vitellaria paradoxa C.F.Gaertn.,3.10557,10.04326
Vitellaria paradoxa C.F.Gaertn.,3.10648,10.04356
Vitellaria paradoxa C.F.Gaertn.,3.10147,10.0419
Vitellaria paradoxa C.F.Gaertn.,3.23533,10.03481
Vitellaria paradoxa C.F.Gaertn.,3.23837,10.0328
Vitellaria paradoxa C.F.Gaertn.,3.24295,10.04335
Vitellaria paradoxa C.F.Gaertn.,3.24312,10.0434
Vitellaria paradoxa C.F.Gaertn.,3.36597,10.04167
Vitellaria paradoxa C.F.Gaertn.,3.50904,10.04353
Vitellaria paradoxa C.F.Gaertn.,3.51104,10.04418
Vitellaria paradoxa C.F.Gaertn.,3.09997,10.18007
Vitellaria paradoxa C.F.Gaertn.,3.37374,10.17984
Vitellaria paradoxa C.F.Gaertn.,3.50753,10.17862
Vitellaria paradoxa C.F.Gaertn.,3.50406,10.16844
Vitellaria paradoxa C.F.Gaertn.,3.51767,10.17894
Vitellaria paradoxa C.F.Gaertn.,3.51852,10.17922
Vitellaria paradoxa C.F.Gaertn.,3.51584,10.31393
Vitellaria paradoxa C.F.Gaertn.,3.23108,10.44935
Vitellaria paradoxa C.F.Gaertn.,3.24175,10.4408
Vitellaria paradoxa C.F.Gaertn.,3.23933,10.44001
Vitellaria paradoxa C.F.Gaertn.,3.65377,10.44955
Vitellaria paradoxa C.F.Gaertn.,3.65703,10.45062
Vitellaria paradoxa C.F.Gaertn.,3.64875,10.4479
Vitellaria paradoxa C.F.Gaertn.,3.10323,10.58509
Vitellaria paradoxa C.F.Gaertn.,3.10938,10.58711
Vitellaria paradoxa C.F.Gaertn.,3.2373,10.57497
Vitellaria paradoxa C.F.Gaertn.,3.24298,10.57684
Vitellaria paradoxa C.F.Gaertn.,3.24435,10.57729
Vitellaria paradoxa C.F.Gaertn.,3.24191,10.57648
Vitellaria paradoxa C.F.Gaertn.,3.24322,10.57692
Vitellaria paradoxa C.F.Gaertn.,3.24161,10.57639
Vitellaria paradoxa C.F.Gaertn.,3.24145,10.58538
Vitellaria paradoxa C.F.Gaertn.,3.64657,10.57673
Vitellaria paradoxa C.F.Gaertn.,3.78941,10.57528
Vitellaria paradoxa C.F.Gaertn.,3.78974,10.57539
Vitellaria paradoxa C.F.Gaertn.,3.79383,10.58576
Vitellaria paradoxa C.F.Gaertn.,3.10058,10.72288
Vitellaria paradoxa C.F.Gaertn.,3.09109,10.71975
Vitellaria paradoxa C.F.Gaertn.,3.09515,10.72109
Vitellaria paradoxa C.F.Gaertn.,3.09863,10.71319
Vitellaria paradoxa C.F.Gaertn.,3.101,10.72
Vitellaria paradoxa C.F.Gaertn.,3.37592,10.71094
Vitellaria paradoxa C.F.Gaertn.,3.37625,10.71105
Vitellaria paradoxa C.F.Gaertn.,3.37648,10.72016
Vitellaria paradoxa C.F.Gaertn.,3.37596,10.71999
Vitellaria paradoxa C.F.Gaertn.,3.37931,10.72109
Vitellaria paradoxa C.F.Gaertn.,3.37711,10.72037
Vitellaria paradoxa C.F.Gaertn.,3.51165,10.72232
Vitellaria paradoxa C.F.Gaertn.,3.51304,10.71072
Vitellaria paradoxa C.F.Gaertn.,3.64388,10.72045
Vitellaria paradoxa C.F.Gaertn.,3.65413,10.71175
Vitellaria paradoxa C.F.Gaertn.,3.6547,10.72098
Vitellaria paradoxa C.F.Gaertn.,3.6561,10.72143
Vitellaria paradoxa C.F.Gaertn.,3.65132,10.71987
Vitellaria paradoxa C.F.Gaertn.,3.65756,10.72191
Vitellaria paradoxa C.F.Gaertn.,3.78237,10.72056
Vitellaria paradoxa C.F.Gaertn.,3.78827,10.72249
Vitellaria paradoxa C.F.Gaertn.,3.77705,10.70979
Vitellaria paradoxa C.F.Gaertn.,3.77979,10.71069
Vitellaria paradoxa C.F.Gaertn.,3.77927,10.71052
Vitellaria paradoxa C.F.Gaertn.,3.7939,10.72132
Vitellaria paradoxa C.F.Gaertn.,3.78858,10.71958
Vitellaria paradoxa C.F.Gaertn.,3.36682,10.85561
Vitellaria paradoxa C.F.Gaertn.,3.36715,10.85571
Vitellaria paradoxa C.F.Gaertn.,3.37061,10.85685
Vitellaria paradoxa C.F.Gaertn.,3.37255,10.85749
Vitellaria paradoxa C.F.Gaertn.,3.36691,10.8466
Vitellaria paradoxa C.F.Gaertn.,3.50858,10.8569
Vitellaria paradoxa C.F.Gaertn.,3.23177,10.99208
Vitellaria paradoxa C.F.Gaertn.,3.24056,10.99196
Vitellaria paradoxa C.F.Gaertn.,3.37316,10.99329
Vitellaria paradoxa C.F.Gaertn.,3.37039,10.99238
Vitellaria paradoxa C.F.Gaertn.,3.37149,10.99274
Vitellaria paradoxa C.F.Gaertn.,3.36759,10.99146
Vitellaria paradoxa C.F.Gaertn.,3.37121,10.99265
Vitellaria paradoxa C.F.Gaertn.,3.37,10.99226
Vitellaria paradoxa C.F.Gaertn.,3.38145,10.98396
Vitellaria paradoxa C.F.Gaertn.,3.38066,10.9837
Vitellaria paradoxa C.F.Gaertn.,3.38193,10.99315
Vitellaria paradoxa C.F.Gaertn.,3.50818,10.99235
Vitellaria paradoxa C.F.Gaertn.,3.5213,10.98459
Vitellaria paradoxa C.F.Gaertn.,3.64273,10.99119
Vitellaria paradoxa C.F.Gaertn.,3.64853,11.12863
Vitellaria paradoxa C.F.Gaertn.,3.24064,11.25419
Vitellaria paradoxa C.F.Gaertn.,3.23938,11.25377
Vitellaria paradoxa C.F.Gaertn.,3.24169,11.26357
Vitellaria paradoxa C.F.Gaertn.,3.09979,11.53648
Vitellaria paradoxa C.F.Gaertn.,3.09781,11.53583
Vitellaria paradoxa C.F.Gaertn.,3.09984,11.5365
Vitellaria paradoxa C.F.Gaertn.,3.10103,11.53688
Vitellaria paradoxa C.F.Gaertn.,3.0947,11.53481
Vitellaria paradoxa C.F.Gaertn.,3.09528,11.535
Vitellaria paradoxa C.F.Gaertn.,3.101,11.52783
