Species,decimalLongitude,decimalLatitude
Vitellaria paradoxa C.F.Gaertn.,3.379606,10.027102
Vitellaria paradoxa C.F.Gaertn.,3.381975,10.037012
Vitellaria paradoxa C.F.Gaertn.,3.379208,10.037105
Vitellaria paradoxa C.F.Gaertn.,3.381635,10.036976
Vitellaria paradoxa C.F.Gaertn.,3.381826,10.036831
Vitellaria paradoxa C.F.Gaertn.,3.381981,10.036397
Vitellaria paradoxa C.F.Gaertn.,3.378522,10.036057
Vitellaria paradoxa C.F.Gaertn.,3.37907,10.036168
Vitellaria paradoxa C.F.Gaertn.,3.378411,10.036109
Vitellaria paradoxa C.F.Gaertn.,3.382555,10.036513
Vitellaria paradoxa C.F.Gaertn.,3.373718,10.021861
Vitellaria paradoxa C.F.Gaertn.,3.372208,10.02106
Vitellaria paradoxa C.F.Gaertn.,3.373809,10.022151
Vitellaria paradoxa C.F.Gaertn.,3.372756,10.021141
Vitellaria paradoxa C.F.Gaertn.,3.373147,10.020979
Vitellaria paradoxa C.F.Gaertn.,3.374573,10.022323
Vitellaria paradoxa C.F.Gaertn.,3.380545,10.027412
Vitellaria paradoxa C.F.Gaertn.,3.374797,10.023309
Vitellaria paradoxa C.F.Gaertn.,3.374126,10.022496
Vitellaria paradoxa C.F.Gaertn.,3.382942,10.03602
Vitellaria paradoxa C.F.Gaertn.,3.377831,10.03585
Vitellaria paradoxa C.F.Gaertn.,3.37545,10.023227
Vitellaria paradoxa C.F.Gaertn.,3.383418,10.036184
Vitellaria paradoxa C.F.Gaertn.,3.38303,10.036542
Vitellaria paradoxa C.F.Gaertn.,3.382893,10.035446
Vitellaria paradoxa C.F.Gaertn.,3.383485,10.035607
Vitellaria paradoxa C.F.Gaertn.,3.382744,10.036853
Vitellaria paradoxa C.F.Gaertn.,3.382224,10.036729
Vitellaria paradoxa C.F.Gaertn.,3.383547,10.034998
Vitellaria paradoxa C.F.Gaertn.,3.377429,10.034754
Vitellaria paradoxa C.F.Gaertn.,3.384108,10.035097
Vitellaria paradoxa C.F.Gaertn.,3.379207,10.037006
Vitellaria paradoxa C.F.Gaertn.,3.378946,10.036424
Vitellaria paradoxa C.F.Gaertn.,3.37883,10.036835
Vitellaria paradoxa C.F.Gaertn.,3.378975,10.035894
Vitellaria paradoxa C.F.Gaertn.,3.378467,10.03731
Vitellaria paradoxa C.F.Gaertn.,3.376996,10.034949
Vitellaria paradoxa C.F.Gaertn.,3.383165,10.031073
Vitellaria paradoxa C.F.Gaertn.,3.38326,10.03142
Vitellaria paradoxa C.F.Gaertn.,3.382185,10.031009
Vitellaria paradoxa C.F.Gaertn.,3.379804,10.01652
Vitellaria paradoxa C.F.Gaertn.,3.379868,10.016941
Vitellaria paradoxa C.F.Gaertn.,3.379321,10.017335
Vitellaria paradoxa C.F.Gaertn.,3.380377,10.021001
Vitellaria paradoxa C.F.Gaertn.,3.384715,10.033051
Vitellaria paradoxa C.F.Gaertn.,3.382556,10.031689
Vitellaria paradoxa C.F.Gaertn.,3.381747,10.031739
Vitellaria paradoxa C.F.Gaertn.,3.384522,10.033747
Vitellaria paradoxa C.F.Gaertn.,3.381277,10.028437
Vitellaria paradoxa C.F.Gaertn.,3.380602,10.027855
Vitellaria paradoxa C.F.Gaertn.,3.381552,10.027701
Vitellaria paradoxa C.F.Gaertn.,3.381189,10.027575
Vitellaria paradoxa C.F.Gaertn.,3.379639,10.022747
Vitellaria paradoxa C.F.Gaertn.,3.382343,10.019178
Vitellaria paradoxa C.F.Gaertn.,3.380462,10.020547
Vitellaria paradoxa C.F.Gaertn.,3.382303,10.025561
Vitellaria paradoxa C.F.Gaertn.,3.382188,10.035112
Vitellaria paradoxa C.F.Gaertn.,3.383737,10.031181
Vitellaria paradoxa C.F.Gaertn.,3.383197,10.033984
Vitellaria paradoxa C.F.Gaertn.,3.38452,10.03118
Vitellaria paradoxa C.F.Gaertn.,3.383676,10.034479
Vitellaria paradoxa C.F.Gaertn.,3.376492,10.034985
Vitellaria paradoxa C.F.Gaertn.,3.376911,10.03328
Vitellaria paradoxa C.F.Gaertn.,3.377216,10.033668
Vitellaria paradoxa C.F.Gaertn.,3.380012,10.025592
Vitellaria paradoxa C.F.Gaertn.,3.381397,10.020072
Vitellaria paradoxa C.F.Gaertn.,3.378834,10.0232
Vitellaria paradoxa C.F.Gaertn.,3.379116,10.02195
Vitellaria paradoxa C.F.Gaertn.,3.381605,10.01958
Vitellaria paradoxa C.F.Gaertn.,3.379754,10.017214
Vitellaria paradoxa C.F.Gaertn.,3.379321,10.017605
Vitellaria paradoxa C.F.Gaertn.,3.382125,10.035564
Vitellaria paradoxa C.F.Gaertn.,3.381456,10.025471
Vitellaria paradoxa C.F.Gaertn.,3.382289,10.035328
Vitellaria paradoxa C.F.Gaertn.,3.381998,10.035085
Vitellaria paradoxa C.F.Gaertn.,3.382444,10.035229
Vitellaria paradoxa C.F.Gaertn.,3.382471,10.034858
Vitellaria paradoxa C.F.Gaertn.,3.382534,10.034089
Vitellaria paradoxa C.F.Gaertn.,3.385716,10.034398
Vitellaria paradoxa C.F.Gaertn.,3.384007,10.031787
Vitellaria paradoxa C.F.Gaertn.,3.383328,10.034321
Vitellaria paradoxa C.F.Gaertn.,3.383772,10.03369
Vitellaria paradoxa C.F.Gaertn.,3.385194,10.031344
Vitellaria paradoxa C.F.Gaertn.,3.384212,10.030862
Vitellaria paradoxa C.F.Gaertn.,3.376391,10.0347
Vitellaria paradoxa C.F.Gaertn.,3.377893,10.033993
Vitellaria paradoxa C.F.Gaertn.,3.37674,10.034199
Vitellaria paradoxa C.F.Gaertn.,3.375849,10.033441
Vitellaria paradoxa C.F.Gaertn.,3.377331,10.032847
Vitellaria paradoxa C.F.Gaertn.,3.380851,10.025233
Vitellaria paradoxa C.F.Gaertn.,3.378362,10.023162
Vitellaria paradoxa C.F.Gaertn.,3.378517,10.023734
Vitellaria paradoxa C.F.Gaertn.,3.378814,10.022401
Vitellaria paradoxa C.F.Gaertn.,3.378652,10.022805
Vitellaria paradoxa C.F.Gaertn.,3.378252,10.022381
Vitellaria paradoxa C.F.Gaertn.,3.378522,10.022001
Vitellaria paradoxa C.F.Gaertn.,3.37437,10.02105
Vitellaria paradoxa C.F.Gaertn.,3.372478,10.022136
Vitellaria paradoxa C.F.Gaertn.,3.371677,10.02156
Vitellaria paradoxa C.F.Gaertn.,3.379538,10.021032
Vitellaria paradoxa C.F.Gaertn.,3.37932,10.017062
Vitellaria paradoxa C.F.Gaertn.,3.380951,10.019441
Vitellaria paradoxa C.F.Gaertn.,3.379448,10.020344
Vitellaria paradoxa C.F.Gaertn.,3.379711,10.017574
Vitellaria paradoxa C.F.Gaertn.,3.379876,10.020893
Vitellaria paradoxa C.F.Gaertn.,3.5762,10.7869
Vitellaria paradoxa C.F.Gaertn.,3.142918,10.082073
Vitellaria paradoxa C.F.Gaertn.,3.023474,9.591701
Vitellaria paradoxa C.F.Gaertn.,3.096147,10.194212
Vitellaria paradoxa C.F.Gaertn.,3.096676,10.194465
Vitellaria paradoxa C.F.Gaertn.,3.096676,10.194284
Vitellaria paradoxa C.F.Gaertn.,3.097032,10.194076
Vitellaria paradoxa C.F.Gaertn.,3.096256,10.194266
Vitellaria paradoxa C.F.Gaertn.,3.097216,10.197314
Vitellaria paradoxa C.F.Gaertn.,3.142876,10.361227
Vitellaria paradoxa C.F.Gaertn.,3.096568,10.197115
Vitellaria paradoxa C.F.Gaertn.,3.096814,10.197034
Vitellaria paradoxa C.F.Gaertn.,3.096568,10.19697
Vitellaria paradoxa C.F.Gaertn.,3.096394,10.196817
Vitellaria paradoxa C.F.Gaertn.,3.096586,10.196871
Vitellaria paradoxa C.F.Gaertn.,3.097289,10.197169
Vitellaria paradoxa C.F.Gaertn.,3.097243,10.197658
Vitellaria paradoxa C.F.Gaertn.,3.096349,10.197233
Vitellaria paradoxa C.F.Gaertn.,3.139122,10.363019
Vitellaria paradoxa C.F.Gaertn.,3.139067,10.362992
Vitellaria paradoxa C.F.Gaertn.,3.138967,10.362974
Vitellaria paradoxa C.F.Gaertn.,3.143631,10.355103
Vitellaria paradoxa C.F.Gaertn.,3.143311,10.355031
Vitellaria paradoxa C.F.Gaertn.,3.143074,10.355303
Vitellaria paradoxa C.F.Gaertn.,3.142983,10.355149
Vitellaria paradoxa C.F.Gaertn.,3.142501,10.361525
Vitellaria paradoxa C.F.Gaertn.,3.138894,10.363092
Vitellaria paradoxa C.F.Gaertn.,3.138748,10.363218
Vitellaria paradoxa C.F.Gaertn.,3.138757,10.3633
Vitellaria paradoxa C.F.Gaertn.,3.139086,10.363164
Vitellaria paradoxa C.F.Gaertn.,3.138551,10.351542
Vitellaria paradoxa C.F.Gaertn.,3.140328,10.362639
Vitellaria paradoxa C.F.Gaertn.,3.138414,10.351524
Vitellaria paradoxa C.F.Gaertn.,3.138368,10.351597
Vitellaria paradoxa C.F.Gaertn.,3.138396,10.351976
Vitellaria paradoxa C.F.Gaertn.,3.138395,10.351488
Vitellaria paradoxa C.F.Gaertn.,3.138414,10.35166
Vitellaria paradoxa C.F.Gaertn.,3.138313,10.351832
Vitellaria paradoxa C.F.Gaertn.,3.138222,10.351696
Vitellaria paradoxa C.F.Gaertn.,3.138487,10.351298
Vitellaria paradoxa C.F.Gaertn.,3.137299,10.349897
Vitellaria paradoxa C.F.Gaertn.,3.143384,10.354326
Vitellaria paradoxa C.F.Gaertn.,3.137938,10.350312
Vitellaria paradoxa C.F.Gaertn.,3.137874,10.35034
Vitellaria paradoxa C.F.Gaertn.,3.143329,10.354398
Vitellaria paradoxa C.F.Gaertn.,3.137472,10.350023
Vitellaria paradoxa C.F.Gaertn.,3.137564,10.350105
Vitellaria paradoxa C.F.Gaertn.,3.137746,10.350132
Vitellaria paradoxa C.F.Gaertn.,3.137892,10.350104
Vitellaria paradoxa C.F.Gaertn.,3.137829,10.350457
Vitellaria paradoxa C.F.Gaertn.,3.137829,10.350457
Vitellaria paradoxa C.F.Gaertn.,3.137938,10.350312
Vitellaria paradoxa C.F.Gaertn.,3.137874,10.35034
Vitellaria paradoxa C.F.Gaertn.,3.143329,10.354398
Vitellaria paradoxa C.F.Gaertn.,3.137472,10.350023
Vitellaria paradoxa C.F.Gaertn.,3.137564,10.350105
Vitellaria paradoxa C.F.Gaertn.,3.137746,10.350132
Vitellaria paradoxa C.F.Gaertn.,3.137892,10.350104
Vitellaria paradoxa C.F.Gaertn.,3.138487,10.351298
Vitellaria paradoxa C.F.Gaertn.,3.137299,10.349897
Vitellaria paradoxa C.F.Gaertn.,3.143384,10.354326
Vitellaria paradoxa C.F.Gaertn.,3.140328,10.362639
Vitellaria paradoxa C.F.Gaertn.,3.138414,10.351524
Vitellaria paradoxa C.F.Gaertn.,3.138368,10.351597
Vitellaria paradoxa C.F.Gaertn.,3.138396,10.351976
Vitellaria paradoxa C.F.Gaertn.,3.138395,10.351488
Vitellaria paradoxa C.F.Gaertn.,3.138414,10.35166
Vitellaria paradoxa C.F.Gaertn.,3.138313,10.351832
Vitellaria paradoxa C.F.Gaertn.,3.138222,10.351696
Vitellaria paradoxa C.F.Gaertn.,3.142501,10.361525
Vitellaria paradoxa C.F.Gaertn.,3.138894,10.363092
Vitellaria paradoxa C.F.Gaertn.,3.138748,10.363218
Vitellaria paradoxa C.F.Gaertn.,3.138757,10.3633
Vitellaria paradoxa C.F.Gaertn.,3.139086,10.363164
Vitellaria paradoxa C.F.Gaertn.,3.138551,10.351542
Vitellaria paradoxa C.F.Gaertn.,3.139122,10.363019
Vitellaria paradoxa C.F.Gaertn.,3.139067,10.362992
Vitellaria paradoxa C.F.Gaertn.,3.138967,10.362974
Vitellaria paradoxa C.F.Gaertn.,3.143631,10.355103
Vitellaria paradoxa C.F.Gaertn.,3.143311,10.355031
Vitellaria paradoxa C.F.Gaertn.,3.143074,10.355303
Vitellaria paradoxa C.F.Gaertn.,3.142983,10.355149
Vitellaria paradoxa C.F.Gaertn.,3.097216,10.197314
Vitellaria paradoxa C.F.Gaertn.,3.096568,10.197115
Vitellaria paradoxa C.F.Gaertn.,3.096814,10.197034
Vitellaria paradoxa C.F.Gaertn.,3.096568,10.19697
Vitellaria paradoxa C.F.Gaertn.,3.096394,10.196817
Vitellaria paradoxa C.F.Gaertn.,3.096586,10.196871
Vitellaria paradoxa C.F.Gaertn.,3.097289,10.197169
Vitellaria paradoxa C.F.Gaertn.,3.097243,10.197658
Vitellaria paradoxa C.F.Gaertn.,3.096349,10.197233
Vitellaria paradoxa C.F.Gaertn.,3.142876,10.361227
Vitellaria paradoxa C.F.Gaertn.,3.096147,10.194212
Vitellaria paradoxa C.F.Gaertn.,3.096676,10.194465
Vitellaria paradoxa C.F.Gaertn.,3.096676,10.194284
Vitellaria paradoxa C.F.Gaertn.,3.097032,10.194076
Vitellaria paradoxa C.F.Gaertn.,3.096256,10.194266
Vitellaria paradoxa C.F.Gaertn.,3.37964,10.022748
Vitellaria paradoxa C.F.Gaertn.,3.379877,10.020894
Vitellaria paradoxa C.F.Gaertn.,3.379712,10.017575
Vitellaria paradoxa C.F.Gaertn.,3.379449,10.020345
Vitellaria paradoxa C.F.Gaertn.,3.379322,10.017606
Vitellaria paradoxa C.F.Gaertn.,3.371678,10.021561
Vitellaria paradoxa C.F.Gaertn.,3.379539,10.021033
Vitellaria paradoxa C.F.Gaertn.,3.379321,10.017063
Vitellaria paradoxa C.F.Gaertn.,3.378523,10.022002
Vitellaria paradoxa C.F.Gaertn.,3.374371,10.021051
Vitellaria paradoxa C.F.Gaertn.,3.372479,10.022137
Vitellaria paradoxa C.F.Gaertn.,3.379117,10.021951
Vitellaria paradoxa C.F.Gaertn.,3.380952,10.019442
Vitellaria paradoxa C.F.Gaertn.,3.379755,10.017215
Vitellaria paradoxa C.F.Gaertn.,3.382344,10.019179
Vitellaria paradoxa C.F.Gaertn.,3.381606,10.019581
Vitellaria paradoxa C.F.Gaertn.,3.380463,10.020548
Vitellaria paradoxa C.F.Gaertn.,3.381398,10.020073
Vitellaria paradoxa C.F.Gaertn.,3.378653,10.022806
Vitellaria paradoxa C.F.Gaertn.,3.378253,10.022382
Vitellaria paradoxa C.F.Gaertn.,3.378518,10.023735
Vitellaria paradoxa C.F.Gaertn.,3.378815,10.022402
Vitellaria paradoxa C.F.Gaertn.,3.378363,10.023163
Vitellaria paradoxa C.F.Gaertn.,3.378835,10.023201
Vitellaria paradoxa C.F.Gaertn.,3.380013,10.025593
Vitellaria paradoxa C.F.Gaertn.,3.37585,10.033442
Vitellaria paradoxa C.F.Gaertn.,3.377332,10.032848
Vitellaria paradoxa C.F.Gaertn.,3.376392,10.034701
Vitellaria paradoxa C.F.Gaertn.,3.377894,10.033994
Vitellaria paradoxa C.F.Gaertn.,3.376741,10.0342
Vitellaria paradoxa C.F.Gaertn.,3.376493,10.034986
Vitellaria paradoxa C.F.Gaertn.,3.377217,10.033669
Vitellaria paradoxa C.F.Gaertn.,3.376912,10.033281
Vitellaria paradoxa C.F.Gaertn.,3.383738,10.031182
Vitellaria paradoxa C.F.Gaertn.,3.384521,10.031181
Vitellaria paradoxa C.F.Gaertn.,3.384213,10.030863
Vitellaria paradoxa C.F.Gaertn.,3.383198,10.033985
Vitellaria paradoxa C.F.Gaertn.,3.383329,10.034322
Vitellaria paradoxa C.F.Gaertn.,3.383773,10.033691
Vitellaria paradoxa C.F.Gaertn.,3.385195,10.031345
Vitellaria paradoxa C.F.Gaertn.,3.383677,10.03448
Vitellaria paradoxa C.F.Gaertn.,3.384008,10.031788
Vitellaria paradoxa C.F.Gaertn.,3.385717,10.034399
Vitellaria paradoxa C.F.Gaertn.,3.382472,10.034859
Vitellaria paradoxa C.F.Gaertn.,3.382535,10.03409
Vitellaria paradoxa C.F.Gaertn.,3.381999,10.035086
Vitellaria paradoxa C.F.Gaertn.,3.382445,10.03523
Vitellaria paradoxa C.F.Gaertn.,3.380852,10.025234
Vitellaria paradoxa C.F.Gaertn.,3.382189,10.035113
Vitellaria paradoxa C.F.Gaertn.,3.381457,10.025472
Vitellaria paradoxa C.F.Gaertn.,3.38229,10.035329
Vitellaria paradoxa C.F.Gaertn.,3.382304,10.025562
Vitellaria paradoxa C.F.Gaertn.,3.382126,10.035565
Vitellaria paradoxa C.F.Gaertn.,3.134358,9.713134
Vitellaria paradoxa C.F.Gaertn.,3.0033,11.1
Vitellaria paradoxa C.F.Gaertn.,8.674788,11.794618
Vitellaria paradoxa C.F.Gaertn.,3.029043,10.693734
Vitellaria paradoxa C.F.Gaertn.,3.025678,10.694305
Vitellaria paradoxa C.F.Gaertn.,3.029043,10.693734
Vitellaria paradoxa C.F.Gaertn.,3.025678,10.694305
Vitellaria paradoxa C.F.Gaertn.,3.027976,10.727858
Vitellaria paradoxa C.F.Gaertn.,3.035997,10.726329
Vitellaria paradoxa C.F.Gaertn.,3.035859,10.725497
Vitellaria paradoxa C.F.Gaertn.,3.034113,10.725904
Vitellaria paradoxa C.F.Gaertn.,3.032915,10.72698
Vitellaria paradoxa C.F.Gaertn.,3.014322,10.732969
Vitellaria paradoxa C.F.Gaertn.,3.014322,10.732969
Vitellaria paradoxa C.F.Gaertn.,3.027976,10.727858
Vitellaria paradoxa C.F.Gaertn.,3.035997,10.726329
Vitellaria paradoxa C.F.Gaertn.,3.035859,10.725497
Vitellaria paradoxa C.F.Gaertn.,3.034113,10.725904
Vitellaria paradoxa C.F.Gaertn.,3.032915,10.72698
Vitellaria paradoxa C.F.Gaertn.,3.947,7.3775
Vitellaria paradoxa C.F.Gaertn.,3.02383,9.52747
Vitellaria paradoxa C.F.Gaertn.,3.09551,9.77115
Vitellaria paradoxa C.F.Gaertn.,3.23207,9.62638
Vitellaria paradoxa C.F.Gaertn.,3.23302,9.77134
Vitellaria paradoxa C.F.Gaertn.,3.23354,9.77159
Vitellaria paradoxa C.F.Gaertn.,3.24083,9.77089
Vitellaria paradoxa C.F.Gaertn.,3.24126,9.77107
Vitellaria paradoxa C.F.Gaertn.,3.2434,9.77174
Vitellaria paradoxa C.F.Gaertn.,3.174867,10.497711
Vitellaria paradoxa C.F.Gaertn.,3.471179,10.607915
Vitellaria paradoxa C.F.Gaertn.,3.10257,10.64
Vitellaria paradoxa C.F.Gaertn.,3.02535,10.667845
Vitellaria paradoxa C.F.Gaertn.,3.357836,11.058199
Vitellaria paradoxa C.F.Gaertn.,3.112889,11.071801
Vitellaria paradoxa C.F.Gaertn.,3.242554,11.133904
Vitellaria paradoxa C.F.Gaertn.,3.269922,11.395144
Vitellaria paradoxa C.F.Gaertn.,3.248975,11.44
Vitellaria paradoxa C.F.Gaertn.,3.238759,11.512589
Vitellaria paradoxa C.F.Gaertn.,3.298757,11.57
Vitellaria paradoxa C.F.Gaertn.,3.31708,11.631542
Vitellaria paradoxa C.F.Gaertn.,3.39418,6.455058
Vitellaria paradoxa C.F.Gaertn.,3.39418,6.455058
Vitellaria paradoxa C.F.Gaertn.,3.947778,10.325278
Vitellaria paradoxa C.F.Gaertn.,4.65894,10.84308
Vitellaria paradoxa C.F.Gaertn.,4.0287,10.5069
Vitellaria paradoxa C.F.Gaertn.,4.02848,10.50156
Vitellaria paradoxa C.F.Gaertn.,4.02803,10.50254
Vitellaria paradoxa C.F.Gaertn.,4.06672,10.32763
Vitellaria paradoxa C.F.Gaertn.,4.06796,10.32926
Vitellaria paradoxa C.F.Gaertn.,4.06492,10.32637
Vitellaria paradoxa C.F.Gaertn.,4.06168,10.32453
Vitellaria paradoxa C.F.Gaertn.,4.07169,10.41982
Vitellaria paradoxa C.F.Gaertn.,4.06763,10.41826
Vitellaria paradoxa C.F.Gaertn.,4.06066,10.32816
Vitellaria paradoxa C.F.Gaertn.,4.31831,10.89093
Vitellaria paradoxa C.F.Gaertn.,4.33525,10.87694
Vitellaria paradoxa C.F.Gaertn.,4.33504,10.87428
Vitellaria paradoxa C.F.Gaertn.,4.04282,10.51865
Vitellaria paradoxa C.F.Gaertn.,3.09785,9.66341
Vitellaria paradoxa C.F.Gaertn.,3.09818,9.77212
Vitellaria paradoxa C.F.Gaertn.,3.14198,9.66299
Vitellaria paradoxa C.F.Gaertn.,3.13976,9.66229
Vitellaria paradoxa C.F.Gaertn.,3.14149,9.66286
Vitellaria paradoxa C.F.Gaertn.,3.09666,9.21995
Vitellaria paradoxa C.F.Gaertn.,3.11156,9.23092
Vitellaria paradoxa C.F.Gaertn.,3.10285,9.22803
Vitellaria paradoxa C.F.Gaertn.,3.09796,9.35594
Vitellaria paradoxa C.F.Gaertn.,3.10467,9.35494
Vitellaria paradoxa C.F.Gaertn.,3.10514,9.36446
Vitellaria paradoxa C.F.Gaertn.,3.10713,9.49172
Vitellaria paradoxa C.F.Gaertn.,3.10492,9.4909
Vitellaria paradoxa C.F.Gaertn.,3.10251,9.49018
Vitellaria paradoxa C.F.Gaertn.,3.10175,9.49899
Vitellaria paradoxa C.F.Gaertn.,3.10975,9.63722
Vitellaria paradoxa C.F.Gaertn.,3.22894,9.63443
Vitellaria paradoxa C.F.Gaertn.,3.23179,9.62625
Vitellaria paradoxa C.F.Gaertn.,3.2414,9.62653
Vitellaria paradoxa C.F.Gaertn.,3.09758,9.77187
Vitellaria paradoxa C.F.Gaertn.,3.09435,9.76184
Vitellaria paradoxa C.F.Gaertn.,3.09854,9.76311
Vitellaria paradoxa C.F.Gaertn.,3.09432,9.76182
Vitellaria paradoxa C.F.Gaertn.,3.10432,9.77112
Vitellaria paradoxa C.F.Gaertn.,3.10706,9.77202
Vitellaria paradoxa C.F.Gaertn.,3.24093,9.77104
Vitellaria paradoxa C.F.Gaertn.,3.24131,9.77108
Vitellaria paradoxa C.F.Gaertn.,3.24542,9.77242
Vitellaria paradoxa C.F.Gaertn.,3.09393,9.90637
Vitellaria paradoxa C.F.Gaertn.,3.09798,9.90774
Vitellaria paradoxa C.F.Gaertn.,3.23584,9.89895
Vitellaria paradoxa C.F.Gaertn.,4.02783,10.51328
Vitellaria paradoxa C.F.Gaertn.,4.65653,10.78264
Vitellaria paradoxa C.F.Gaertn.,4.65771,10.77673
Vitellaria paradoxa C.F.Gaertn.,3.99362,10.56751
Vitellaria paradoxa C.F.Gaertn.,4.02424,10.51018
Vitellaria paradoxa C.F.Gaertn.,4.02777,10.51257
Vitellaria paradoxa C.F.Gaertn.,4.03003,10.50924
Vitellaria paradoxa C.F.Gaertn.,4.06563,10.32859
Vitellaria paradoxa C.F.Gaertn.,4.06409,10.32638
Vitellaria paradoxa C.F.Gaertn.,4.11857,10.44458
Vitellaria paradoxa C.F.Gaertn.,4.33146,10.87794
Vitellaria paradoxa C.F.Gaertn.,4.33249,10.87808
Vitellaria paradoxa C.F.Gaertn.,4.33548,10.87636
Vitellaria paradoxa C.F.Gaertn.,4.33471,10.87802
Vitellaria paradoxa C.F.Gaertn.,4.00187,10.4949
Vitellaria paradoxa C.F.Gaertn.,3.14088,9.66273
Vitellaria paradoxa C.F.Gaertn.,3.23243,10.04262
Vitellaria paradoxa C.F.Gaertn.,3.51848,10.5856
Vitellaria paradoxa C.F.Gaertn.,3.13304,9.97956
Vitellaria paradoxa C.F.Gaertn.,3.09384,10.48511
Vitellaria paradoxa C.F.Gaertn.,3.40618,10.17793
Vitellaria paradoxa C.F.Gaertn.,3.14088,9.66274
Vitellaria paradoxa C.F.Gaertn.,3.10344,9.21929
Vitellaria paradoxa C.F.Gaertn.,3.10355,9.21928
Vitellaria paradoxa C.F.Gaertn.,3.10109,9.22753
Vitellaria paradoxa C.F.Gaertn.,3.09692,9.49142
Vitellaria paradoxa C.F.Gaertn.,3.09751,9.49141
Vitellaria paradoxa C.F.Gaertn.,3.11082,9.49283
Vitellaria paradoxa C.F.Gaertn.,3.10341,9.49035
Vitellaria paradoxa C.F.Gaertn.,3.10119,9.48984
Vitellaria paradoxa C.F.Gaertn.,3.10497,9.50016
Vitellaria paradoxa C.F.Gaertn.,3.10508,9.50004
Vitellaria paradoxa C.F.Gaertn.,3.10174,9.49896
Vitellaria paradoxa C.F.Gaertn.,3.09518,9.63549
Vitellaria paradoxa C.F.Gaertn.,3.09599,9.63572
Vitellaria paradoxa C.F.Gaertn.,3.09558,9.77129
Vitellaria paradoxa C.F.Gaertn.,3.09651,9.77147
Vitellaria paradoxa C.F.Gaertn.,3.09935,9.77241
Vitellaria paradoxa C.F.Gaertn.,3.10311,9.77074
Vitellaria paradoxa C.F.Gaertn.,3.10631,9.77172
Vitellaria paradoxa C.F.Gaertn.,3.24273,9.77161
Vitellaria paradoxa C.F.Gaertn.,3.23955,9.77057
Vitellaria paradoxa C.F.Gaertn.,3.10898,9.90848
Vitellaria paradoxa C.F.Gaertn.,3.10262,9.90631
Vitellaria paradoxa C.F.Gaertn.,3.10455,9.90685
Vitellaria paradoxa C.F.Gaertn.,3.10307,9.90627
Vitellaria paradoxa C.F.Gaertn.,3.24413,9.89863
Vitellaria paradoxa C.F.Gaertn.,3.50421,9.90592
Vitellaria paradoxa C.F.Gaertn.,3.50841,9.89816
Vitellaria paradoxa C.F.Gaertn.,3.50666,9.89761
Vitellaria paradoxa C.F.Gaertn.,3.51786,9.89848
Vitellaria paradoxa C.F.Gaertn.,3.0333,9.9166
Vitellaria paradoxa C.F.Gaertn.,3.121086,12.126033
Vitellaria paradoxa C.F.Gaertn.,3.1833,12.0666
Vitellaria paradoxa C.F.Gaertn.,3.25,10.1666
Vitellaria paradoxa C.F.Gaertn.,3.254777,10.271475
Vitellaria paradoxa C.F.Gaertn.,3.2666,10.85
Vitellaria paradoxa C.F.Gaertn.,3.3833,10.05
Vitellaria paradoxa C.F.Gaertn.,3.3833,11.8666
Vitellaria paradoxa C.F.Gaertn.,3.433553,10.813303
Vitellaria paradoxa C.F.Gaertn.,4.01697,10.50979
Vitellaria paradoxa C.F.Gaertn.,4.01896,10.50791
Vitellaria paradoxa C.F.Gaertn.,4.1116,10.43705
Vitellaria paradoxa C.F.Gaertn.,4.07624,10.41902
Vitellaria paradoxa C.F.Gaertn.,4.07609,10.41976
Vitellaria paradoxa C.F.Gaertn.,4.0659,10.32698
Vitellaria paradoxa C.F.Gaertn.,4.06993,10.33347
Vitellaria paradoxa C.F.Gaertn.,4.07008,10.33467
Vitellaria paradoxa C.F.Gaertn.,4.0757,10.42149
Vitellaria paradoxa C.F.Gaertn.,4.07725,10.42179
Vitellaria paradoxa C.F.Gaertn.,4.01471,10.48993
Vitellaria paradoxa C.F.Gaertn.,4.33268,10.87792
Vitellaria paradoxa C.F.Gaertn.,4.33261,10.87775
Vitellaria paradoxa C.F.Gaertn.,4.65202,10.78709
Vitellaria paradoxa C.F.Gaertn.,3.02389,9.52747
Vitellaria paradoxa C.F.Gaertn.,3.14153,9.66281
Vitellaria paradoxa C.F.Gaertn.,3.10288,9.21904
Vitellaria paradoxa C.F.Gaertn.,3.09819,9.35611
Vitellaria paradoxa C.F.Gaertn.,3.10107,9.50176
Vitellaria paradoxa C.F.Gaertn.,3.11015,9.50181
Vitellaria paradoxa C.F.Gaertn.,3.11065,9.50183
Vitellaria paradoxa C.F.Gaertn.,3.09676,9.63586
Vitellaria paradoxa C.F.Gaertn.,3.09411,9.63505
Vitellaria paradoxa C.F.Gaertn.,3.22875,9.63426
Vitellaria paradoxa C.F.Gaertn.,3.23274,9.63565
Vitellaria paradoxa C.F.Gaertn.,3.23518,9.63654
Vitellaria paradoxa C.F.Gaertn.,3.23183,9.62633
Vitellaria paradoxa C.F.Gaertn.,3.23181,9.62623
Vitellaria paradoxa C.F.Gaertn.,3.23542,9.62753
Vitellaria paradoxa C.F.Gaertn.,3.23383,9.62704
Vitellaria paradoxa C.F.Gaertn.,3.23736,9.62822
Vitellaria paradoxa C.F.Gaertn.,3.24603,9.62794
Vitellaria paradoxa C.F.Gaertn.,3.24035,9.63515
